kWhDelivered,effective_charging_duration_min,connectionTime_year,connectionTime_month,connectionTime_day,connectionTime_hour,connectionTime_min,connectionTime_sec,disconnectTime_year,disconnectTime_month,disconnectTime_day,disconnectTime_hour,disconnectTime_min,disconnectTime_sec,doneChargingTime_year,doneChargingTime_month,doneChargingTime_day,doneChargingTime_hour,doneChargingTime_min,doneChargingTime_sec
0.935,25.483333333333334,2018,7,24,0,14,8,2018,7,24,0,39,42,2018,7,24,0,39,37
11.023,203.98333333333332,2018,7,24,0,35,0,2018,7,24,3,59,4,2018,7,24,3,58,59
4.765,83.8,2018,7,24,0,49,26,2018,7,24,2,13,19,2018,7,24,2,13,14
13.899,240.66666666666666,2018,7,24,1,5,46,2018,7,24,5,7,24,2018,7,24,5,6,26
5.304,97.26666666666667,2018,7,24,1,5,57,2018,7,24,2,43,18,2018,7,24,2,43,13
0.954,11.216666666666667,2018,7,24,1,34,7,2018,7,24,1,45,24,2018,7,24,1,45,20
11.813,124.38333333333334,2018,7,24,1,46,55,2018,7,24,3,51,23,2018,7,24,3,51,18
13.889,315.7,2018,7,24,1,47,13,2018,7,24,14,34,50,2018,7,24,7,2,55
13.957,131.86666666666667,2018,7,24,1,50,42,2018,7,24,5,18,23,2018,7,24,4,2,34
5.24,51.35,2018,7,24,1,58,45,2018,7,24,2,50,11,2018,7,24,2,50,6
13.578,134.68333333333334,2018,7,24,2,12,29,2018,7,24,5,29,58,2018,7,24,4,27,10
2.081,58.06666666666667,2018,7,24,2,26,24,2018,7,24,3,24,31,2018,7,24,3,24,28
16.801,517.4666666666667,2018,7,24,2,45,49,2018,7,24,13,9,53,2018,7,24,11,23,17
8.485,88.53333333333333,2018,7,24,2,47,25,2018,7,24,4,16,13,2018,7,24,4,15,57
2.752,80.38333333333334,2018,7,24,3,39,9,2018,7,24,4,59,37,2018,7,24,4,59,32
1.947,40.53333333333333,2018,7,24,3,56,50,2018,7,24,4,37,29,2018,7,24,4,37,22
4.49,79.13333333333334,2018,7,24,4,17,20,2018,7,24,5,36,34,2018,7,24,5,36,28
2.328,63.36666666666667,2018,7,24,4,25,21,2018,7,24,5,28,48,2018,7,24,5,28,43
1.485,14.316666666666666,2018,7,24,4,48,43,2018,7,24,5,3,6,2018,7,24,5,3,2
1.261,32.96666666666667,2018,7,24,7,28,33,2018,7,24,9,40,2,2018,7,24,8,1,31
12.373,244.96666666666667,2018,7,24,11,45,42,2018,7,24,20,23,48,2018,7,24,15,50,40
13.918,268.3666666666667,2018,7,24,13,31,18,2018,7,24,20,0,59,2018,7,24,17,59,40
8.939,154.56666666666666,2018,7,24,13,36,36,2018,7,24,16,11,14,2018,7,24,16,11,10
6.151,78.6,2018,7,24,13,48,50,2018,7,24,23,6,7,2018,7,24,15,7,26
10.761,227.8,2018,7,24,14,21,46,2018,7,24,18,9,39,2018,7,24,18,9,34
16.269,372.05,2018,7,24,14,28,59,2018,7,24,23,29,31,2018,7,24,20,41,2
4.517,41.9,2018,7,24,14,32,56,2018,7,25,0,58,23,2018,7,24,15,14,50
13.903,311.3833333333333,2018,7,24,14,41,12,2018,7,24,20,10,51,2018,7,24,19,52,35
11.103,213.56666666666666,2018,7,24,14,45,22,2018,7,24,18,19,0,2018,7,24,18,18,56
4.135,121.75,2018,7,24,14,51,35,2018,7,24,20,19,51,2018,7,24,16,53,20
9.308,100.23333333333333,2018,7,24,14,52,42,2018,7,24,16,33,2,2018,7,24,16,32,56
13.91,281.6666666666667,2018,7,24,14,52,58,2018,7,24,19,33,38,2018,7,24,19,34,38
11.786,336.8833333333333,2018,7,24,15,0,58,2018,7,24,22,0,8,2018,7,24,20,37,51
4.031,294.98333333333335,2018,7,24,15,7,43,2018,7,25,1,7,10,2018,7,24,20,2,42
10.009,140.46666666666667,2018,7,24,15,8,32,2018,7,28,0,29,47,2018,7,24,17,29,0
41.907,424.6666666666667,2018,7,24,15,11,37,2018,7,25,1,33,12,2018,7,24,22,16,17
3.186,561.7833333333333,2018,7,24,15,13,9,2018,7,25,0,33,56,2018,7,25,0,34,56
13.585,593.1333333333333,2018,7,24,15,14,18,2018,7,25,1,7,30,2018,7,25,1,7,26
8.38,313.0833333333333,2018,7,24,15,27,12,2018,7,24,20,40,23,2018,7,24,20,40,17
5.815,182.96666666666667,2018,7,24,15,30,26,2018,7,25,1,24,49,2018,7,24,18,33,24
4.407,522.1,2018,7,24,15,33,22,2018,7,25,0,21,5,2018,7,25,0,15,28
13.91,522.95,2018,7,24,15,41,17,2018,7,25,0,48,16,2018,7,25,0,24,14
23.11,341.65,2018,7,24,15,43,33,2018,7,25,0,21,15,2018,7,24,21,25,12
5.058,159.1,2018,7,24,15,43,36,2018,7,25,1,47,28,2018,7,24,18,22,42
11.769,561.6666666666666,2018,7,24,15,46,41,2018,7,25,1,8,25,2018,7,25,1,8,21
3.143,106.11666666666666,2018,7,24,15,49,51,2018,7,25,0,33,6,2018,7,24,17,35,58
4.605,112.03333333333333,2018,7,24,15,57,57,2018,7,24,23,42,29,2018,7,24,17,49,59
13.903,257.71666666666664,2018,7,24,15,58,9,2018,7,24,23,16,34,2018,7,24,20,15,52
1.616,18.566666666666666,2018,7,24,16,1,13,2018,7,24,16,19,51,2018,7,24,16,19,47
5.838,114.98333333333333,2018,7,24,16,8,21,2018,7,25,0,52,11,2018,7,24,18,3,20
4.174,91.18333333333334,2018,7,24,16,14,34,2018,7,24,22,6,19,2018,7,24,17,45,45
15.143,253.36666666666667,2018,7,24,16,15,38,2018,7,25,0,39,18,2018,7,24,20,29,0
2.224,71.71666666666667,2018,7,24,16,22,57,2018,7,25,3,10,21,2018,7,24,17,34,40
8.044,148.73333333333332,2018,7,24,16,29,37,2018,7,24,23,29,30,2018,7,24,18,58,21
6.531,512.2,2018,7,24,16,31,3,2018,7,25,1,30,24,2018,7,25,1,3,15
10.251,475.45,2018,7,24,16,31,48,2018,7,25,3,26,5,2018,7,25,0,27,15
19.018,198.91666666666666,2018,7,24,16,35,6,2018,7,25,1,15,20,2018,7,24,19,54,1
13.913,252.43333333333334,2018,7,24,16,37,12,2018,7,24,23,35,38,2018,7,24,20,49,38
2.172,52.71666666666667,2018,7,24,16,43,11,2018,7,24,20,24,58,2018,7,24,17,35,54
17.209,399.21666666666664,2018,7,24,16,48,21,2018,7,25,2,21,16,2018,7,24,23,27,34
11.65,340.26666666666665,2018,7,24,16,53,8,2018,7,24,22,33,29,2018,7,24,22,33,24
4.653,131.43333333333334,2018,7,24,16,56,41,2018,7,25,0,7,42,2018,7,24,19,8,7
7.54,126.28333333333333,2018,7,24,16,59,5,2018,7,25,1,4,42,2018,7,24,19,5,22
10.473,134.26666666666668,2018,7,24,17,5,59,2018,7,24,23,55,6,2018,7,24,19,20,15
4.118,164.63333333333333,2018,7,24,17,27,46,2018,7,24,20,11,26,2018,7,24,20,12,24
19.921,383.81666666666666,2018,7,24,18,14,46,2018,7,25,0,38,45,2018,7,25,0,38,35
5.637,107.95,2018,7,24,18,45,24,2018,7,25,1,33,4,2018,7,24,20,33,21
13.909,174.11666666666667,2018,7,24,19,33,40,2018,7,25,0,15,3,2018,7,24,22,27,47
9.249,144.48333333333332,2018,7,24,19,54,45,2018,7,25,0,30,32,2018,7,24,22,19,14
9.345,140.21666666666667,2018,7,24,20,11,34,2018,7,24,22,31,51,2018,7,24,22,31,47
6.564,103.71666666666667,2018,7,24,20,29,34,2018,7,24,22,13,21,2018,7,24,22,13,17
2.498,62.31666666666667,2018,7,24,20,32,54,2018,7,24,22,40,58,2018,7,24,21,35,13
2.395,75.95,2018,7,24,21,10,35,2018,7,25,10,0,11,2018,7,24,22,26,32
2.399,49.35,2018,7,24,21,16,33,2018,7,24,22,5,59,2018,7,24,22,5,54
9.431,174.16666666666666,2018,7,24,21,33,28,2018,7,25,0,27,43,2018,7,25,0,27,38
21.653,204.33333333333334,2018,7,24,22,29,38,2018,7,25,2,10,7,2018,7,25,1,53,58
6.716,62.45,2018,7,24,23,5,2,2018,7,25,0,7,33,2018,7,25,0,7,29
2.187,59.35,2018,7,24,23,16,12,2018,7,25,0,15,38,2018,7,25,0,15,33
22.738,259.28333333333336,2018,7,24,23,21,3,2018,7,25,3,39,21,2018,7,25,3,40,20
0.61,12.016666666666667,2018,7,24,23,45,3,2018,7,24,23,57,9,2018,7,24,23,57,4
16.368,624.5333333333333,2018,7,24,23,58,0,2018,7,25,13,11,32,2018,7,25,10,22,32
12.383,130.03333333333333,2018,7,24,23,59,46,2018,7,25,2,9,53,2018,7,25,2,9,48
3.96,70.78333333333333,2018,7,25,0,13,48,2018,7,25,1,24,40,2018,7,25,1,24,35
6.085,123.93333333333334,2018,7,25,0,39,26,2018,7,25,3,34,24,2018,7,25,2,43,22
10.173,193.6,2018,7,25,0,45,59,2018,7,25,3,59,40,2018,7,25,3,59,35
6.306,89.58333333333333,2018,7,25,1,1,46,2018,7,25,2,31,26,2018,7,25,2,31,21
2.581,81.25,2018,7,25,1,33,24,2018,7,25,4,1,15,2018,7,25,2,54,39
13.824,456.71666666666664,2018,7,25,1,42,15,2018,7,25,15,12,20,2018,7,25,9,18,58
6.451,101.28333333333333,2018,7,25,1,48,21,2018,7,25,3,44,52,2018,7,25,3,29,38
1.179,12.25,2018,7,25,1,52,12,2018,7,25,2,4,32,2018,7,25,2,4,27
10.448,192.76666666666668,2018,7,25,1,56,48,2018,7,25,5,9,39,2018,7,25,5,9,34
2.527,79.25,2018,7,25,1,57,11,2018,7,25,3,35,54,2018,7,25,3,16,26
13.301,140.01666666666668,2018,7,25,2,34,58,2018,7,25,5,28,26,2018,7,25,4,54,59
5.17,50.63333333333333,2018,7,25,2,36,15,2018,7,25,3,26,58,2018,7,25,3,26,53
14.56,255.55,2018,7,25,2,45,49,2018,7,25,14,36,24,2018,7,25,7,1,22
16.651,176.05,2018,7,25,2,47,15,2018,7,25,5,43,23,2018,7,25,5,43,18
16.794,636.8,2018,7,25,3,7,4,2018,7,25,14,19,58,2018,7,25,13,43,52
8.224,84.4,2018,7,25,3,7,26,2018,7,25,4,31,55,2018,7,25,4,31,50
11.411,108.88333333333334,2018,7,25,3,14,25,2018,7,25,5,3,22,2018,7,25,5,3,18
17.343,162.45,2018,7,25,3,39,35,2018,7,25,6,22,6,2018,7,25,6,22,2
1.75,21.083333333333332,2018,7,25,4,10,0,2018,7,25,4,31,12,2018,7,25,4,31,5
1.57,14.85,2018,7,25,4,34,8,2018,7,25,4,49,4,2018,7,25,4,48,59
12.353,238.08333333333334,2018,7,25,11,48,15,2018,7,25,20,19,6,2018,7,25,15,46,20
2.926,25.683333333333334,2018,7,25,12,1,13,2018,7,25,12,27,2,2018,7,25,12,26,54
6.378,74.83333333333333,2018,7,25,13,47,58,2018,7,25,23,7,29,2018,7,25,15,2,48
13.175,570.4,2018,7,25,13,55,6,2018,7,26,1,45,54,2018,7,25,23,25,30
8.64,109.03333333333333,2018,7,25,14,13,3,2018,7,25,23,15,25,2018,7,25,16,2,5
4.256,578.6833333333333,2018,7,25,14,32,25,2018,7,26,1,12,35,2018,7,26,0,11,6
2.87,545.65,2018,7,25,15,1,21,2018,7,26,0,6,2,2018,7,26,0,7,0
6.042,145.6,2018,7,25,15,10,53,2018,7,25,20,26,55,2018,7,25,17,36,29
10.014,222.08333333333334,2018,7,25,15,11,17,2018,7,25,18,53,31,2018,7,25,18,53,22
14.052,556.0333333333333,2018,7,25,15,14,2,2018,7,26,0,32,41,2018,7,26,0,30,4
6.833,66.78333333333333,2018,7,25,15,18,4,2018,7,25,20,55,59,2018,7,25,16,24,51
10.58,268.18333333333334,2018,7,25,15,22,28,2018,7,25,19,50,46,2018,7,25,19,50,39
9.698,273.98333333333335,2018,7,25,15,25,37,2018,7,25,19,59,38,2018,7,25,19,59,36
5.276,176.6,2018,7,25,15,30,51,2018,7,26,1,0,27,2018,7,25,18,27,27
23.502,262.05,2018,7,25,15,39,52,2018,7,26,0,12,51,2018,7,25,20,1,55
4.43,210.81666666666666,2018,7,25,15,45,25,2018,7,25,23,17,48,2018,7,25,19,16,14
4.672,638.85,2018,7,25,15,45,34,2018,7,26,2,54,58,2018,7,26,2,24,25
2.792,82.08333333333333,2018,7,25,15,46,0,2018,7,26,0,23,40,2018,7,25,17,8,5
7.914,536.6666666666666,2018,7,25,15,47,19,2018,7,26,0,44,7,2018,7,26,0,43,59
13.512,251.66666666666666,2018,7,25,15,51,12,2018,7,25,20,2,57,2018,7,25,20,2,52
7.738,101.73333333333333,2018,7,25,15,53,13,2018,7,26,0,28,40,2018,7,25,17,34,57
2.989,32.36666666666667,2018,7,25,15,57,56,2018,7,25,16,29,20,2018,7,25,16,30,18
3.943,139.75,2018,7,25,16,6,43,2018,7,26,1,4,23,2018,7,25,18,26,28
5.594,114.06666666666666,2018,7,25,16,12,4,2018,7,26,1,30,56,2018,7,25,18,6,8
4.597,87.93333333333334,2018,7,25,16,14,22,2018,7,25,23,39,44,2018,7,25,17,42,18
6.546,223.75,2018,7,25,16,14,34,2018,7,25,19,58,38,2018,7,25,19,58,19
15.135,504.56666666666666,2018,7,25,16,18,20,2018,7,26,0,45,1,2018,7,26,0,42,54
11.633,257.0,2018,7,25,16,19,42,2018,7,26,0,2,37,2018,7,25,20,36,42
0.661,26.983333333333334,2018,7,25,16,20,27,2018,7,25,16,47,30,2018,7,25,16,47,26
13.474,296.3333333333333,2018,7,25,16,29,23,2018,7,25,21,27,44,2018,7,25,21,25,43
2.032,62.75,2018,7,25,16,29,33,2018,7,26,2,57,9,2018,7,25,17,32,18
11.625,338.9166666666667,2018,7,25,16,31,47,2018,7,26,1,1,28,2018,7,25,22,10,42
11.068,149.06666666666666,2018,7,25,16,37,24,2018,7,25,22,55,7,2018,7,25,19,6,28
5.642,185.33333333333334,2018,7,25,16,45,53,2018,7,25,19,51,17,2018,7,25,19,51,13
13.13,192.53333333333333,2018,7,25,16,51,32,2018,7,26,1,7,39,2018,7,25,20,4,4
7.849,171.7,2018,7,25,16,59,54,2018,7,26,1,7,22,2018,7,25,19,51,36
11.795,144.55,2018,7,25,17,9,54,2018,7,26,2,14,7,2018,7,25,19,34,27
16.004,590.7166666666667,2018,7,25,17,14,18,2018,7,26,3,8,22,2018,7,26,3,5,1
13.947,460.31666666666666,2018,7,25,17,16,19,2018,7,26,0,55,40,2018,7,26,0,56,38
13.991,376.98333333333335,2018,7,25,17,22,30,2018,7,25,23,44,57,2018,7,25,23,39,29
2.274,84.91666666666667,2018,7,25,17,27,2,2018,7,25,18,52,5,2018,7,25,18,51,57
10.001,252.25,2018,7,25,19,3,22,2018,7,25,23,15,42,2018,7,25,23,15,37
3.035,81.41666666666667,2018,7,25,19,12,0,2018,7,25,22,35,16,2018,7,25,20,33,25
2.021,62.03333333333333,2018,7,25,19,22,19,2018,7,26,9,50,16,2018,7,25,20,24,21
5.981,148.68333333333334,2018,7,25,19,35,6,2018,7,25,22,3,52,2018,7,25,22,3,47
6.685,186.2,2018,7,25,19,53,3,2018,7,26,0,25,38,2018,7,25,22,59,15
1.601,47.483333333333334,2018,7,25,19,57,58,2018,7,25,22,37,55,2018,7,25,20,45,27
5.384,176.51666666666668,2018,7,25,20,4,22,2018,7,25,23,47,21,2018,7,25,23,0,53
5.968,54.766666666666666,2018,7,25,20,13,23,2018,7,26,0,57,43,2018,7,25,21,8,9
7.326,197.33333333333334,2018,7,25,20,17,59,2018,7,26,1,27,50,2018,7,25,23,35,19
10.395,172.8,2018,7,25,20,18,49,2018,7,25,23,11,41,2018,7,25,23,11,37
5.263,103.71666666666667,2018,7,25,20,24,33,2018,7,26,1,58,4,2018,7,25,22,8,16
15.396,260.46666666666664,2018,7,25,20,44,59,2018,7,26,2,22,27,2018,7,26,1,5,27
13.985,207.8,2018,7,25,21,0,8,2018,7,26,0,51,8,2018,7,26,0,27,56
1.335,12.683333333333334,2018,7,25,21,14,14,2018,7,25,23,50,6,2018,7,25,21,26,55
2.096,39.93333333333333,2018,7,25,21,56,57,2018,7,25,22,37,1,2018,7,25,22,36,53
14.758,267.5833333333333,2018,7,25,22,38,41,2018,7,26,3,28,1,2018,7,26,3,6,16
6.755,131.75,2018,7,25,23,2,23,2018,7,26,2,9,21,2018,7,26,1,14,8
10.065,95.68333333333334,2018,7,25,23,5,5,2018,7,26,0,40,51,2018,7,26,0,40,46
7.389,79.71666666666667,2018,7,25,23,15,18,2018,7,26,0,35,6,2018,7,26,0,35,1
13.962,160.51666666666668,2018,7,25,23,18,30,2018,7,26,1,58,2,2018,7,26,1,59,1
5.594,100.28333333333333,2018,7,25,23,45,31,2018,7,26,1,25,53,2018,7,26,1,25,48
16.521,759.35,2018,7,26,0,2,52,2018,7,26,13,15,55,2018,7,26,12,42,13
2.489,74.01666666666667,2018,7,26,0,53,5,2018,7,26,2,37,3,2018,7,26,2,7,6
5.818,59.9,2018,7,26,0,55,43,2018,7,26,2,9,22,2018,7,26,1,55,37
5.486,100.95,2018,7,26,1,6,3,2018,7,26,2,47,4,2018,7,26,2,47,0
9.829,90.81666666666666,2018,7,26,1,16,45,2018,7,26,2,47,43,2018,7,26,2,47,34
13.898,229.86666666666667,2018,7,26,1,25,36,2018,7,26,5,48,3,2018,7,26,5,15,28
0.58,6.55,2018,7,26,1,58,10,2018,7,26,2,4,48,2018,7,26,2,4,43
2.799,30.55,2018,7,26,2,18,14,2018,7,26,2,54,23,2018,7,26,2,48,47
16.234,633.5666666666667,2018,7,26,3,8,37,2018,7,26,14,23,54,2018,7,26,13,42,11
6.469,122.21666666666667,2018,7,26,3,9,51,2018,7,26,16,31,9,2018,7,26,5,12,4
13.423,132.51666666666668,2018,7,26,3,10,16,2018,7,26,13,48,27,2018,7,26,5,22,47
13.088,117.61666666666666,2018,7,26,4,19,50,2018,7,26,6,17,36,2018,7,26,6,17,27
2.327,22.65,2018,7,26,4,28,28,2018,7,26,4,51,12,2018,7,26,4,51,7
3.594,62.733333333333334,2018,7,26,4,32,9,2018,7,26,5,34,57,2018,7,26,5,34,53
1.384,35.13333333333333,2018,7,26,8,23,23,2018,7,26,10,29,13,2018,7,26,8,58,31
12.45,246.88333333333333,2018,7,26,11,52,23,2018,7,26,20,31,15,2018,7,26,15,59,16
3.922,78.9,2018,7,26,13,18,25,2018,7,26,14,42,43,2018,7,26,14,37,19
14.099,555.45,2018,7,26,13,30,28,2018,7,27,0,26,13,2018,7,26,22,45,55
9.357,149.51666666666668,2018,7,26,13,56,59,2018,7,26,23,7,13,2018,7,26,16,26,30
6.949,1046.2333333333333,2018,7,26,13,59,54,2018,7,27,8,48,58,2018,7,27,7,26,8
3.214,30.6,2018,7,26,14,2,38,2018,7,26,14,33,19,2018,7,26,14,33,14
13.943,372.3833333333333,2018,7,26,14,17,53,2018,7,26,20,30,49,2018,7,26,20,30,16
8.193,83.71666666666667,2018,7,26,14,24,39,2018,7,26,23,46,33,2018,7,26,15,48,22
2.74,59.7,2018,7,26,14,26,43,2018,7,26,23,20,49,2018,7,26,15,26,25
4.376,40.95,2018,7,26,14,32,58,2018,7,27,1,27,11,2018,7,26,15,13,55
6.857,503.1333333333333,2018,7,26,14,49,27,2018,7,26,23,41,3,2018,7,26,23,12,35
6.577,183.6,2018,7,26,14,58,2,2018,7,26,23,11,26,2018,7,26,18,1,38
2.172,44.516666666666666,2018,7,26,15,2,13,2018,7,26,16,30,49,2018,7,26,15,46,44
8.915,202.66666666666666,2018,7,26,15,11,27,2018,7,26,18,34,24,2018,7,26,18,34,7
3.052,539.7666666666667,2018,7,26,15,15,55,2018,7,27,0,14,41,2018,7,27,0,15,41
5.074,95.31666666666666,2018,7,26,15,17,34,2018,7,26,16,52,58,2018,7,26,16,52,53
22.933,505.7,2018,7,26,15,25,53,2018,7,27,2,43,17,2018,7,26,23,51,35
8.234,259.45,2018,7,26,15,26,8,2018,7,26,23,28,38,2018,7,26,19,45,35
10.435,310.15,2018,7,26,15,27,57,2018,7,26,20,41,21,2018,7,26,20,38,6
1.169,36.3,2018,7,26,15,31,17,2018,7,26,16,7,41,2018,7,26,16,7,35
6.065,122.21666666666667,2018,7,26,15,33,7,2018,7,26,20,56,56,2018,7,26,17,35,20
7.036,130.0,2018,7,26,15,38,6,2018,7,27,0,38,26,2018,7,26,17,48,6
6.551,63.833333333333336,2018,7,26,15,45,19,2018,7,27,0,51,23,2018,7,26,16,49,9
3.63,123.03333333333333,2018,7,26,15,46,53,2018,7,27,0,43,29,2018,7,26,17,49,55
6.275,118.15,2018,7,26,15,49,6,2018,7,26,23,25,38,2018,7,26,17,47,15
18.567,417.1666666666667,2018,7,26,15,52,32,2018,7,26,22,49,46,2018,7,26,22,49,42
5.086,464.93333333333334,2018,7,26,15,55,28,2018,7,27,0,29,16,2018,7,26,23,40,24
1.757,53.8,2018,7,26,15,57,55,2018,7,27,2,51,57,2018,7,26,16,51,43
4.346,109.35,2018,7,26,15,58,18,2018,7,31,21,46,57,2018,7,26,17,47,39
7.847,125.56666666666666,2018,7,26,15,59,31,2018,7,26,20,56,47,2018,7,26,18,5,5
5.184,221.0,2018,7,26,16,1,50,2018,7,26,23,52,34,2018,7,26,19,42,50
3.903,140.58333333333334,2018,7,26,16,14,49,2018,7,27,1,43,32,2018,7,26,18,35,24
3.299,106.26666666666667,2018,7,26,16,16,45,2018,7,26,21,36,1,2018,7,26,18,3,1
8.995,173.3,2018,7,26,16,17,30,2018,7,26,19,10,52,2018,7,26,19,10,48
2.415,87.01666666666667,2018,7,26,16,18,37,2018,7,26,23,0,42,2018,7,26,17,45,38
4.868,96.0,2018,7,26,16,23,29,2018,7,26,22,50,31,2018,7,26,17,59,29
18.292,232.66666666666666,2018,7,26,16,27,33,2018,7,27,1,14,17,2018,7,26,20,20,13
10.392,343.8833333333333,2018,7,26,16,37,43,2018,7,26,22,21,41,2018,7,26,22,21,36
14.95,412.25,2018,7,26,16,50,22,2018,7,27,2,45,21,2018,7,26,23,42,37
12.983,396.46666666666664,2018,7,26,16,51,29,2018,7,26,23,28,2,2018,7,26,23,27,57
2.292,382.0833333333333,2018,7,26,16,56,20,2018,7,27,0,11,34,2018,7,26,23,18,25
5.282,97.45,2018,7,26,16,57,48,2018,7,26,22,49,3,2018,7,26,18,35,15
12.583,159.33333333333334,2018,7,26,17,6,10,2018,7,27,2,2,50,2018,7,26,19,45,30
21.938,538.95,2018,7,26,17,6,53,2018,7,27,2,12,58,2018,7,27,2,5,50
1.697,65.38333333333334,2018,7,26,17,10,2,2018,7,26,18,15,28,2018,7,26,18,15,25
14.207,151.96666666666667,2018,7,26,17,20,6,2018,7,27,0,5,45,2018,7,26,19,52,4
2.451,70.4,2018,7,26,18,45,10,2018,7,26,19,55,42,2018,7,26,19,55,34
13.874,361.03333333333336,2018,7,26,18,50,31,2018,7,27,1,25,4,2018,7,27,0,51,33
2.094,64.15,2018,7,26,19,37,52,2018,7,27,9,8,13,2018,7,26,20,42,1
5.52,132.48333333333332,2018,7,26,19,49,13,2018,7,27,0,35,55,2018,7,26,22,1,42
8.836,178.45,2018,7,26,19,57,40,2018,7,27,0,56,17,2018,7,26,22,56,7
16.124,154.51666666666668,2018,7,26,20,32,19,2018,7,27,0,55,25,2018,7,26,23,6,50
6.141,128.45,2018,7,26,20,34,45,2018,7,27,1,5,44,2018,7,26,22,43,12
3.458,115.85,2018,7,26,20,51,30,2018,7,26,22,47,31,2018,7,26,22,47,21
6.651,126.68333333333334,2018,7,26,21,5,30,2018,7,27,1,16,12,2018,7,26,23,12,11
20.189,197.68333333333334,2018,7,26,22,2,47,2018,7,27,1,20,33,2018,7,27,1,20,28
8.299,148.96666666666667,2018,7,26,22,28,6,2018,7,27,1,6,17,2018,7,27,0,57,4
3.39,32.63333333333333,2018,7,26,23,11,28,2018,7,26,23,44,11,2018,7,26,23,44,6
14.007,171.75,2018,7,26,23,16,57,2018,7,27,2,41,45,2018,7,27,2,8,42
4.392,88.7,2018,7,26,23,31,48,2018,7,27,2,38,40,2018,7,27,1,0,30
0.945,17.516666666666666,2018,7,26,23,49,56,2018,7,27,0,7,31,2018,7,27,0,7,27
16.266,599.0333333333333,2018,7,27,0,7,15,2018,7,27,12,49,34,2018,7,27,10,6,17
1.008,38.016666666666666,2018,7,27,0,21,51,2018,7,27,1,8,56,2018,7,27,0,59,52
12.226,232.21666666666667,2018,7,27,0,40,46,2018,7,27,4,33,4,2018,7,27,4,32,59
13.985,146.33333333333334,2018,7,27,0,57,30,2018,7,27,5,7,53,2018,7,27,3,23,50
13.88,144.88333333333333,2018,7,27,1,0,34,2018,7,27,3,58,49,2018,7,27,3,25,27
13.919,785.5166666666667,2018,7,27,1,32,4,2018,7,27,15,12,48,2018,7,27,14,37,35
11.603,123.91666666666667,2018,7,27,1,50,6,2018,7,27,3,54,6,2018,7,27,3,54,1
2.537,81.76666666666667,2018,7,27,1,58,27,2018,7,27,3,22,23,2018,7,27,3,20,13
7.468,75.65,2018,7,27,1,59,40,2018,7,27,3,15,24,2018,7,27,3,15,19
9.213,167.75,2018,7,27,2,3,37,2018,7,27,4,51,26,2018,7,27,4,51,22
21.892,210.1,2018,7,27,2,23,24,2018,7,27,5,53,34,2018,7,27,5,53,30
13.577,132.46666666666667,2018,7,27,2,33,26,2018,7,27,14,3,27,2018,7,27,4,45,54
0.993,12.166666666666666,2018,7,27,2,40,54,2018,7,27,2,53,10,2018,7,27,2,53,4
12.554,132.38333333333333,2018,7,27,3,1,46,2018,7,27,5,39,19,2018,7,27,5,14,9
4.777,77.05,2018,7,27,3,10,51,2018,7,27,4,27,58,2018,7,27,4,27,54
10.094,95.01666666666667,2018,7,27,3,14,30,2018,7,27,4,49,36,2018,7,27,4,49,31
6.669,126.7,2018,7,27,3,31,23,2018,7,27,16,25,43,2018,7,27,5,38,5
4.174,40.78333333333333,2018,7,27,3,31,29,2018,7,27,4,12,21,2018,7,27,4,12,16
3.713,37.03333333333333,2018,7,27,3,44,31,2018,7,27,4,21,38,2018,7,27,4,21,33
0.949,10.7,2018,7,27,3,51,26,2018,7,27,4,2,13,2018,7,27,4,2,8
21.826,202.51666666666668,2018,7,27,4,7,11,2018,7,27,15,29,51,2018,7,27,7,29,42
14.554,572.45,2018,7,27,4,11,45,2018,7,27,13,43,12,2018,7,27,13,44,12
4.591,44.0,2018,7,27,4,31,17,2018,7,27,5,15,21,2018,7,27,5,15,17
0.571,10.683333333333334,2018,7,27,11,44,7,2018,7,27,11,54,53,2018,7,27,11,54,48
11.889,230.21666666666667,2018,7,27,11,56,44,2018,7,27,20,19,42,2018,7,27,15,46,57
1.377,13.45,2018,7,27,13,36,14,2018,7,27,13,49,47,2018,7,27,13,49,41
3.629,72.16666666666667,2018,7,27,13,38,2,2018,7,27,14,50,16,2018,7,27,14,50,12
13.901,242.28333333333333,2018,7,27,13,57,51,2018,7,27,23,3,12,2018,7,27,18,0,8
11.841,659.05,2018,7,27,14,7,27,2018,7,28,1,6,36,2018,7,28,1,6,30
10.372,240.0,2018,7,27,14,14,31,2018,7,27,22,37,41,2018,7,27,18,14,31
4.404,76.38333333333334,2018,7,27,14,24,17,2018,7,27,23,12,13,2018,7,27,15,40,40
8.506,129.76666666666668,2018,7,27,14,25,34,2018,7,27,23,55,11,2018,7,27,16,35,20
12.87,240.38333333333333,2018,7,27,14,33,52,2018,7,28,1,14,42,2018,7,27,18,34,15
5.214,517.15,2018,7,27,14,48,40,2018,7,27,23,25,54,2018,7,27,23,25,49
14.346,287.0,2018,7,27,15,6,16,2018,7,27,19,53,21,2018,7,27,19,53,16
2.949,68.1,2018,7,27,15,12,32,2018,7,28,0,16,24,2018,7,27,16,20,38
7.662,487.65,2018,7,27,15,13,44,2018,7,28,1,12,51,2018,7,27,23,21,23
10.404,325.56666666666666,2018,7,27,15,20,30,2018,7,28,0,32,32,2018,7,27,20,46,4
