charging_duration_min
7.666666667
10.65
178.9333333
7.533333333
190.95
20.71666667
7.466666667
8.966666667
47.68333333
5.0
7.183333333
5.0
5.0
5.0
7.816666667
22.56666667
345.2333333
24.45
5.0
243.1333333
5.0
6.3
164.0
97.36666667
118.3666667
102.7833333
54.83333333
11.21666667
52.11666667
25.86666667
5.116666667
116.4
20.8
5.0
60.9
8.716666667
19.55
5.0
9.383333333
19.75
7.383333333
8.416666667
8.083333333
5.0
195.5833333
8.916666667
8.35
9.516666667
266.0
18.96666667
8.35
6.25
5.0
18.35
9.633333333
46.83333333
24.55
8.45
93.6
5.0
12.96666667
111.3333333
58.9
5.0
5.9
122.7333333
89.83333333
21.41666667
154.85
20.61666667
11.26666667
12.16666667
33.4
28.0
5.0
116.0
47.2
103.4666667
9.083333333
8.433333333
164.7166667
7.233333333
5.0
124.1333333
114.05
134.1666667
13.05
77.13333333
110.6333333
18.28333333
11.93333333
11.5
60.2
112.8833333
8.633333333
89.28333333
97.91666667
5.0
14.73333333
5.933333333
250.9166667
116.2
5.0
5.0
38.56666667
6.85
44.11666667
21.13333333
5.0
47.36666667
84.26666667
200.0333333
9.316666667
76.7
57.45
5.0
87.13333333
21.48333333
5.0
104.3666667
12.05
7.433333333
5.3
53.63333333
92.86666667
5.0
78.25
17.83333333
27.41666667
5.0
31.03333333
22.26666667
121.0
10.23333333
5.0
5.0
10.93333333
52.95
5.0
5.0
12.43333333
9.066666667
84.68333333
20.0
49.06666667
21.76666667
36.21666667
9.616666667
16.6
9.266666667
20.8
5.0
146.7
15.83333333
14.66666667
11.41666667
46.31666667
64.15
204.6666667
11.0
49.31666667
16.03333333
36.4
103.2166667
5.0
102.9833333
98.5
63.9
36.65
101.3
5.0
5.0
6.833333333
8.866666667
149.6166667
133.2
26.35
80.36666667
46.21666667
5.433333333
11.36666667
6.283333333
25.36666667
28.55
58.23333333
5.0
12.63333333
9.583333333
210.0833333
5.0
16.36666667
70.28333333
19.5
25.85
9.133333333
93.76666667
12.61666667
5.0
125.0666667
87.21666667
95.91666667
138.5166667
8.0
14.23333333
5.0
28.9
220.4666667
5.583333333
83.56666667
188.1833333
5.0
186.3
171.2333333
5.0
